㐀 qiu1
㯩 ti4
㯪 ling2
㯫 qu2
㯬 lian3
㯭 lu3
㯮 shu3
㯯 gong4
㯰 zhe2 zhi2
㯱 biao3 piao2
㯲 jin4
㯳 qing2
㯶 zong1
㯷 pu2
㯸 jin3
㯹 biao3
㯺 jian4
㯻 gun3 hun4
㯿 lie4
㰀 li2
㰁 luo3
㰂 shen3 sun3
㰃 mian2
㰄 jian4
㰅 di2
㰆 bei4
㰈 lian3
㰊 xun2
㰋 pin2
㰌 que4
㰍 long2
㰎 zui4
㰐 jue2 kui2 lei3 tui3 tuo3
㰒 she2 xue2
㰔 xie4
㰖 lan3
㰗 cu4
㰘 yi2
㰙 nuo2
㰚 li2
㰛 yue4
㰝 yi3
㰟 ji4
㰠 kang4
㰡 xie4
㰣 zi4
㰤 ke3 qia4
㰥 hui4
㰦 qu4
㰪 wa2
㰬 xun2
㰮 shen4
㰯 kou4
㰰 qie4
㰱 sha4
㰲 xu4 yu4
㰳 ya4
㰴 po2 pou3
㰵 zu2
㰶 you3
㰷 zi4
㰸 lian3 lian4 luan3
㰹 jin4
㰺 xia2
㰻 yi3
㰼 qie4
㰽 mi3 yan4
㰾 jiao4
㱀 chi3 chuai4
㱁 shi4
㱃 yin3
㱄 mo4
㱅 yi4
㱇 se4
㱈 jin4
㱉 ye4
㱋 que4
㱌 che4 yan3 ye2
㱍 luan2
㱏 zheng4
㱖 cui4
㱘 an4 yan3
㱙 xiu3
㱚 can2 hai4 shan4
㱛 chuan3
㱜 zha2
㱞 ji2
㱟 bo2 pi2 pi3
㱢 lang2
㱣 tui3
㱥 ling2
㱦 e4 gui4 ji3
㱧 wo4
㱨 lian4
㱩 du2
㱪 men4
㱫 lan4
㱬 wei3
㱭 duan4
㱮 kuai4 kui4
㱯 ai2 bei4 ji4 jian4 shan3 shen4 yi3
㱰 zai3
㱱 hui4 wu4 xi4
㱲 yi4
㱳 mo4
㱴 zi4
㱵 ben4 fen4
㱶 beng4 jiao4 peng2 qiao3 ru4
㱸 bi4 bie2
㱹 li4 suan4 xian4
㱺 lu2
㱻 luo3
㱽 dan4 qin2
㱿 que4
㲀 chen2
㲂 cheng2
㲃 jiu4
㲄 kou4
㲅 ji4
㲆 ling2
㲈 shao2
㲉 kai4 ke2
㲊 rui4
㲋 chuo4 zhuo2 zu2
㲌 neng4
㲎 lou2
㲏 bao3 piao3 pin2 ping4
㲒 bao4
㲓 rong2
㲕 lei4
㲘 qu2
㲛 zhi3
㲜 tan2 tan3
㲝 rong3
㲞 zu2
㲟 ying3
㲠 mao2
㲡 nai4 ni4
㲢 bian4 bie2
㲥 tang2
㲦 han4 he3
㲧 zao4
㲨 rong2
㲫 pu2
㲭 tan3
㲯 ran2
㲰 ning2
㲱 lie4
㲲 die2 yi4
㲳 die2
㲴 zhong4 zhou4
㲶 lv4
㲷 dan4
㲹 gui3 qiu2
㲺 ji2 ke4 lei2
㲻 ni4
㲼 yi4
㲽 nian4 ren3 xian4
㲾 yu3 yu4
㲿 wang3
㳀 guo4 kai3 xi4
㳁 ze4
㳂 yan2
㳃 cui4
㳄 xian2
㳅 jiao3 liu2
㳆 shu3 tou3
㳇 fu4
㳈 pei4
㳍 bu4
㳎 bian4 fan4
㳏 chi3 shi4
㳐 sa4 zha2 zha3
㳑 yi4
㳒 bian4 fa3
㳔 dui4
㳕 lan2
㳗 chai4
㳙 xuan4
㳚 yu4
㳛 yu2
㳠 ta4
㳥 ju4 long4
㳦 xie4
㳧 xi2
㳨 jian3 za2 zan3
㳪 pan4 pi4
㳫 ta4
㳬 xuan2
㳭 xian2
㳮 niao4
㳴 mi4
㳵 ji4
㳶 gou4
㳷 wen3
㳹 wang3
㳺 you2
㳻 ze2
㳼 bi4
㳽 mi3
㳿 xie4
㴀 fan4
㴁 yi4
㴃 lei4 li4
㴄 ying2
㴆 jin4 xing4
㴇 she4
㴈 yin4
㴉 ji3
㴋 su4
㴏 wang3
㴐 mian4
㴑 su4
㴒 yi4
㴓 zai3
㴔 se4 yi4
㴕 ji2
㴖 luo4
㴘 mao4
㴙 zha2
㴚 sui4
㴛 zhi4
㴜 bian4
㴝 li2
㴥 qiao4
㴦 guan4
㴨 zhen4
㴪 nie4
㴫 jun4
㴬 xie4
㴭 yao3
㴮 xie4
㴰 neng2
㴳 long3
㴴 chen2
㴵 mi4
㴶 que4
㴸 na4 shan3 ye4
㴼 su4
㴽 xie4 yin4
㴾 bo2
㴿 ding3
㵀 cuan4 zu2
㵂 chuang3 shu4
㵃 che4 mang2 she2 tan2 tuo4 zui4
㵄 han4 qia4 yu4
㵅 dan4 tan4
㵆 hao4
㵊 shen3 zhe2
㵋 mi4
㵌 chan4 qiong2 xun2
㵍 men4
㵎 han3 jian4 kan3
㵏 cui3
㵐 jue2
㵑 he4
㵒 fei4
㵓 shi2
㵔 che3 che4
㵕 shen4
㵖 nv4
㵗 fu4 pan2 ping2
㵘 man4
㵝 yi4
㵞 chou2
㵡 bao2
㵢 lei2 lei3
㵣 ke3 luo3
㵤 dian4 sha4 xia2
㵥 bi4 mi4
㵦 sui2
㵧 ge2
㵨 bi4 pi4
㵩 yi4
㵪 xian2
㵫 ni3 yi4
㵬 ying2
㵭 zhu3
㵮 chun2 wen3
㵯 feng2
㵰 xu4
㵱 piao3
㵲 wu3
㵳 liao2 liu2
㵴 cang2
㵵 zou4
㵷 bian4
㵸 yao4 yue4
㵹 huan2
㵺 pai2 pai4
㵻 sou4
㵽 dui4 lei3
㵾 jing4 qing4
㵿 xi2
㶁 guo2
㶄 yan2
㶅 xue2
㶆 chu2
㶇 heng2
㶈 ying2 ying4
㶌 lian2
㶍 xian3
㶎 huan2
㶑 lian4
㶒 shan3 shen3 tan4
㶓 cang2
㶔 bei4
㶕 jian3
㶖 shu4
㶗 fan4
㶘 dian4
㶚 ba4
㶛 yu2
㶞 nang3
㶟 lei3
㶠 yi4
㶡 dai4 huo3 zuo2
㶣 chan2
㶤 chao3
㶦 jin4
㶧 nen4
㶫 liao3 liao4
㶬 mei2 mo4
㶭 jiu4 you3
㶯 liu4
㶰 han2
㶲 yong4
㶳 jin4
㶴 chi3 shi3
㶵 ren4
㶶 nong2
㶹 hong4
㶺 tian4
㶿 bo2
㷀 qiong2
㷂 shu4
㷃 cui3
㷄 hui4
㷅 chao3 miao3
㷆 dou4 fu4
㷇 guai4 kui2
㷈 e4
㷉 wei4 yu4 yun4
㷊 fen2
㷋 tan2 tan3
㷍 lun2
㷎 he4 hong2 xie2
㷏 yong3
㷐 hui3
㷒 yu2
㷓 zong3
㷔 yan4
㷕 qiu2
㷖 zhao4
㷗 jiong3
㷘 tai2
㷟 tui4
㷠 lin2
㷡 jiong3
㷢 zha3
㷤 he4 hu4 xue4
㷦 xu4
㷪 cui4 zuan3
㷫 qing3
㷬 mo4
㷯 beng4
㷰 li2
㷳 yan4
㷴 ge2 li4
㷵 mo4
㷶 bei4 bi4
㷷 juan3
㷸 die2 ye4
㷹 shao4
㷻 wu2
㷼 yan4
㷾 jue2
㸀 tai2
㸁 han3 han4
㸃 dian3
㸄 ji4 jie2
㸅 jie2
㸉 xie4
㸊 la4 lai4 lie4
㸋 fan2
㸌 huo4
㸍 xi4
㸎 nie4
㸏 mi2
㸐 ran2
㸑 cuan4
㸒 yin2
㸓 mi4
㸕 jue2
㸗 tong2
㸘 wan4
㸚 li3
㸛 shao2 shuo4
㸜 kong4
㸝 kan3
㸞 ban3
㸠 tiao3
㸢 bei4
㸣 ye4 yi4
㸤 pian4
㸥 chan2
㸦 hu4
㸧 ken4 yin2
㸩 an4
㸪 chun2
㸫 qian2
㸬 bei4 fei4 pei4
㸮 fen2
㸰 tuo2
㸱 tuo2
㸲 zuo2 zuo4
㸳 ling2
㸵 gui3 wei3
㸷 shi4
㸸 hou3 ou3
㸹 lie4
㸻 si4
㸽 bei4
㸾 ren4
㸿 du2
㹀 bo2
㹁 liang2
㹂 ci4 qian3
㹃 bi4 fei4
㹄 ji4 qi4
㹅 zong3
㹇 he2
㹈 li2 mao2
㹉 yuan2
㹊 yue4
㹌 chan3 sheng4
㹍 di2 du2
㹎 lei2
㹏 jin3
㹐 chong2 zhou4
㹑 si4 yi2
㹒 pu3
㹓 yi4
㹖 huan4
㹗 tao2
㹘 ru2 ru4 rui2
㹙 ying2
㹚 ying2
㹛 rao2
㹜 yin2
㹝 shi4
㹞 yin2 yin3
㹟 jue2
㹠 tun2
㹡 xuan2 xuan4
㹤 qie4 que4
㹥 zhu4
㹨 you4
㹫 xi4 yi2
㹬 shi3
㹭 yi4
㹮 mo4
㹱 hu2 que4 ran3
㹲 xiao4
㹳 wu2
㹵 jing4
㹶 ting2
㹷 shi3 xin4
㹸 ni2
㹺 ta4
㹼 chu3 ju2 yu4
㹽 chan3 shan4
㹾 piao3
㹿 diao3 zhao4 zhuo2
㺀 nao2
㺁 nao3
㺂 gan3 jian4 yan2
㺃 gou3
㺄 yu3
㺅 hou2
㺉 hu4
㺊 yang4
㺌 xian4
㺎 rong2
㺏 lou2
㺐 zhao3
㺑 can2
㺒 liao4 yao2
㺓 piao4
㺔 hai4 wei4
㺕 fan2
㺖 han3
㺗 dan4 yan2
㺘 zhan4
㺚 ta3
㺛 zhu4
㺜 ban3 nong2 wan4
㺝 jian4
㺞 yu2
㺟 zhuo2
㺠 you4 yu4
㺡 li4
㺥 chan2 tan2
㺦 lian2
㺩 jiu4 se4
㺪 pu2
㺫 qiu2
㺬 gong3
㺭 zi3
㺮 yu2
㺱 reng2
㺲 niu3
㺳 mei2
㺵 jiu2
㺷 xu4
㺸 ping2
㺹 bian4
㺺 mao4
㺿 yi2
㻀 you2 yu2
㻂 ping2
㻄 bao3
㻅 hui4 kuai4
㻉 bu4
㻊 mang2 men2 meng4
㻋 la4 lei4
㻌 tu2
㻍 wu2
㻎 li4 se4
㻏 ling2 ling3
㻑 ji4
㻒 jun4
㻔 duo3 rui4
㻕 jue2
㻖 dai4
㻗 bei4
㻝 la4
㻞 bian4 fen4 pin4
㻟 sui2
㻠 tu2
㻡 die2 jue2
㻧 duo4 he2
㻪 sui4
㻫 bi4
㻬 tu2
㻭 se4 ze2
㻮 can4
㻯 tu2
㻰 mian3 re4 wei4 yu4
㻲 lv3
㻵 zhan4
㻶 bi3 bi4
㻷 ji2
㻸 cen2 jin4 xin2
㻺 li4 lie4
㻽 sui4
㻿 shu3
㼂 e2 wen4 yuan3
㼇 qiong2
㼈 luo2
㼉 yin4 zhen4
㼊 tun2
㼋 gu3 jiu3 mou2 ru3
㼌 yu3
㼍 lei3
㼎 bei4 bo2 ke3
㼏 nei3
㼐 pian2
㼑 lian4 luan2
㼒 qiu3 tang3
㼓 lian2 lian3
㼖 li4
㼗 ding3 ting2
㼘 wa3
㼙 zhou4
㼛 xing2
㼜 ang4 pou2
㼝 fan4 wan3
㼞 peng4
㼟 bai2
㼠 tuo2
㼢 e3 yi2
㼣 bai3 bo2
㼤 qi4 qie4 ya4
㼥 chu2 kao3 tou3
㼦 gong3
㼧 tong2
㼨 han2
㼩 cheng2
㼪 jia2
㼫 huan4
㼬 xing4
㼭 dian4 niao3
㼮 mai2
㼯 dong4
㼰 e2 pi2
㼱 ruan3
㼲 lie4
㼳 sheng3
㼴 ou3
㼵 di4
㼶 yu2
㼷 chuan2
㼸 rong2
㼺 tang2
㼻 cong2
㼼 piao2
㼽 shuang3
㼾 lu4
㼿 tong2
㽀 zheng4
㽁 li4
㽂 sa4
㽇 guai4 hu2 hui2 meng2 se4
㽈 yi4
㽉 han3 jian4 xian4
㽊 xie4
㽋 luo2 luo4
㽌 liu4
㽎 dan3 tan2
㽑 tan2
㽕 you2
㽖 nan2
㽘 gang3
㽙 jun4
㽚 chi4
㽛 kou4 qu2
㽜 wan3
㽝 li4
㽞 liu2
㽟 lie4
㽠 xia2
㽢 an3 ye4
㽣 yu4
㽤 ju2
㽥 rou2
㽦 xun2
㽨 cuo2
㽩 can4 cao4
㽪 zeng3 zha3
㽫 yong3
㽬 fu4
㽭 ruan3
㽯 xi2
㽰 shu4
㽱 jiao3
㽲 jiao3
㽳 han4 xie4 xu3 yu2
㽴 zhang4
㽷 shui4
㽸 chen2
㽹 fan4 wan3
㽺 ji2
㽽 gu4
㽾 wu4
㾀 qie4
㾁 shu4
㾃 tuo2
㾄 du2
㾅 si4 zhi4 zi3
㾆 ran2 shan3
㾇 mu4
㾈 fu4
㾉 ling2
㾊 ji2
㾋 xiu4
㾌 xuan3
㾍 nai2
㾏 jie4
㾐 li4
㾑 da2
㾒 ji4 ru2 ru4
㾔 lv3
㾕 shen3
㾖 li3 luo2
㾗 lang3 liang4
㾘 geng3
㾙 yin3
㾛 qin3
㾜 qie4
㾝 che4
㾞 you3
㾟 bu4
㾠 huang2 kuang2 kui4
㾡 que4
㾢 lai4
㾥 xu4
㾦 bang4 pei4 pen2
㾧 ke4
㾨 qi3 yi3
㾪 sheng3
㾭 zhou4
㾮 huang2
㾯 tui2 wei3
㾰 hu2
㾱 bei4 fan4 fei4 fu2
㾵 ji4
㾶 gu3
㾸 gao3
㾹 chai2
㾺 ma4 mo4
㾻 zhu4
㾼 tui3
㾽 tui2 zhui4
㾾 lian2
㾿 lang2 lang3
㿃 dai4 zhi4
㿄 ai4
㿅 xian3 xuan3
㿇 xi2 xi4
㿉 tui2
㿊 can3
㿋 sao4
㿍 jie4
㿎 fen4
㿏 qun2
㿑 yao4
㿒 dao3
㿓 jia2
㿔 lei3
㿕 yan2
㿖 lu2
㿗 tui2
㿘 ying2
㿙 pi4
㿚 luo4
㿛 li2 li4
㿜 bie3
㿞 mao4
㿟 bai2 jiao3
㿢 yao4 zhui4
㿣 he2 xia2
㿤 chun3
㿥 hu2
㿦 ning4
㿧 chou2
㿨 li4
㿩 tang3
㿪 huan2
㿫 bi4
㿭 che4
㿮 yang4
㿯 da2
㿰 ao2
㿱 xue2
㿵 ran3
㿷 zao4
㿸 wan3
㿹 ta4
㿺 bao2
㿼 yan2
㿾 zhu4
㿿 ya3
䀀 fan2
䀁 you4
䀃 tui2
䀄 meng2
䀅 she4 zhe2
䀆 jin4
䀇 gu3 que4
䀈 qi4
䀉 qiao2 sha4
䀊 jiao3
䀋 yan2
䀍 kan4
䀎 mian3
䀏 xian4
䀐 san3
䀑 na4 ni4 wo4
䀓 huan4
䀔 niu2 ren4
䀕 cheng4 zhen4
䀗 jue2
䀘 xi2 xie2
䀙 qi4
䀚 ang2
䀛 mei4 wu4
䀜 gu3 mei4 xue2
䀟 fan2 fei4 fen4
䀠 qu2
䀡 chan4 tan4
䀢 shun4
䀣 bi4 mi4
䀤 mao4
䀥 shuo4
䀦 gu3
䀧 hong3
䀨 huan4
䀩 luo4
䀪 hang2
䀫 jia2
䀬 quan2
䀮 mang2
䀯 bu3
䀰 gu3 ying2
䀲 mu4
䀳 ai4 la4 lai4
䀴 ying3
䀵 shun4
䀶 lang3 liang4
䀷 jie2
䀸 di4 zhi4
䀹 jie2 zha3 jia2 she4 ya4
䀻 pin4
䀼 ren4 zhen3
䀽 yan2
䀾 du3
䀿 di4
䁁 lang3 liang4
䁂 xian4
䁄 xing4
䁅 bei4 bi4 meng3 meng4
䁆 an3 yi4
䁇 mi4
䁈 qi4
䁉 qi4
䁊 wo4
䁋 she2
䁌 yu4
䁍 jia4 ke4 qia4
䁎 cheng2
䁏 yao3
䁐 ying4
䁑 yang2
䁒 ji2
䁓 jie4 zong3
䁔 han4 huan3
䁕 min2
䁖 lou1
䁗 kai3
䁘 yao3
䁙 yan3 yan4
䁚 sun3
䁛 gui3 gui4 kui4
䁜 huang3 huang4
䁝 ying2
䁞 sheng3
䁟 cha2 duo2
䁠 lian2
䁢 xuan2
䁣 chuan2
䁤 che4 cheng4
䁥 ni4
䁦 qu4
䁧 miao2
䁨 huo4
䁩 yu2
䁪 nan3 zhan3
䁫 hu2
䁬 ceng2
䁮 qian2
䁯 she4 xie2
䁰 jiang3
䁱 ao4
䁲 mai2
䁳 mang3
䁴 zhan3
䁵 bian3
䁶 jiao3
䁷 jue2 wo4
䁸 nong2
䁹 bi4
䁺 shi4
䁻 li4 shuo4
䁼 mo4 mu4
䁽 lie4
䁾 mie4
䁿 mo4
䂀 xi1
䂁 chan2
䂂 qu2
䂃 jiao4 jie2
䂄 huo4 kuang4
䂆 xu4
䂇 nang2 niu3 nong3 pang2
䂈 tong2
䂉 hou2
䂊 yu4
䂍 bo2
䂎 zuan3
䂐 chuo4
䂒 jie2 qia4 ya4
䂔 xing4
䂕 hui4
䂖 shi2 si4
䂚 yao2 you2
䂛 yu2
䂜 bang4 pei2
䂝 jie2 ze2 zhe2
䂞 zhe4
䂠 she2 shi3
䂡 di3 zhi3
䂢 dong3
䂣 ci2
䂤 fu4 hai2
䂥 min2
䂦 zhen3
䂧 zhen3
䂩 yan4
䂪 diao4 tiao3
䂫 hong2
䂬 gong3
䂮 lve4
䂯 guai4 guan4
䂰 la4
䂱 cui4 rui4
䂲 fa3
䂳 cuo3
䂴 yan2
䂶 jie2
䂸 guo2 xu4
䂹 suo3
䂺 wan3 wo3
䂻 zheng4
䂼 nie4
䂽 diao4 yi4
䂾 lai3
䂿 ta4 tie4
䃀 cui4 xun4
䃂 gun3 gun4
䃇 mian2
䃉 min2
䃊 ju3
䃋 yu2
䃍 zhao4 zhui4
䃎 ze2 zha4
䃑 pan2
䃒 he2
䃓 gou4
䃔 hong2
䃕 lao2 luo4
䃖 wu4
䃗 chuo4
䃙 lu4
䃚 cu4
䃛 lian2 qian4
䃝 qiao4
䃞 shu2 yi4
䃡 cen2
䃣 hui3
䃤 su4
䃥 chuang2
䃧 long2
䃩 nao2
䃪 tan2
䃫 dan3
䃬 wei3
䃭 gan3
䃮 da2
䃯 li4
䃱 xian4
䃲 pan2 pan4
䃳 la4
䃵 niao3
䃶 huai2
䃷 ying2
䃸 xian4
䃹 lan4 lang3
䃺 mo2
䃻 ba4 pai2
䃽 fu2 gui3 si4
䃾 bi3
䄀 huo4
䄁 yi4
䄂 liu4
䄅 juan4
䄆 huo2 kuo4
䄇 cheng2
䄈 dou4
䄉 e2
䄋 yan3
䄌 zhui4
䄍 du4 duo2 zha4
䄎 qi3
䄏 yu2
䄐 quan4
䄑 huo2 kuo4
䄒 nie4 ren3
䄓 heng2 huang2
䄔 ju3
䄕 she4 shen4 tian3
䄘 peng2
䄙 ming2
䄚 cao2
䄛 lou2
䄜 li2
䄝 chun3
䄟 cui4
䄠 shan4
䄢 qi2
䄤 lai4
䄥 ling2
䄦 liao3
䄧 reng2 rong3
䄨 yu2 yu3
䄩 nao2 yi4
䄪 chuo4 diao3
䄫 qi3
䄬 yi2
䄭 nian2
䄯 jian3 xian4
䄰 ya2 zha2
䄲 chui2
䄶 bi4
䄷 dan4 diao3 shi2
䄸 po4
䄹 nian2 tian3
䄺 zhi4
䄻 chao2 tao2 zhao4
䄼 tian3
䄽 tian3
䄾 rou4
䄿 yi4
䅀 lie4
䅁 an4
䅂 he2
䅃 qiong2
䅄 li4
䅆 zi4
䅇 su4
䅈 yuan4
䅉 ya4
䅊 du4
䅋 wan3
䅍 dong4 ting3
䅎 you3
䅏 hui4 wei4
䅐 jian3 qian2
䅑 rui2 sui2
䅒 mang2
䅓 ju3 qu4
䅖 an3
䅗 sui4
䅘 lai2
䅙 hun4
䅚 qiang3 quan3 ze2
䅜 duo4
䅞 na4 nai4 ne4
䅟 can3
䅠 ti2
䅡 xu3
䅢 jiu4
䅣 huang2
䅤 qi4
䅥 jie2
䅦 mao2
䅧 yan4
䅩 zhi3
䅪 tui2
䅬 ai4 yan3 ye4
䅭 pang2
䅮 cang4
䅯 tang2
䅰 en3
䅱 hun4
䅲 qi2
䅳 chu2
䅴 suo3
䅵 zhuo2
䅶 nou4 wu3
䅷 tu2
䅸 zu2
䅹 lou2 lou3
䅺 miao3
䅻 li2
䅼 man2
䅽 gu3
䅾 cen2 qian2 qin2
䅿 hua2
䆀 mei3
䆂 lian2 qian4
䆃 dao3 dao4
䆄 shan4
䆅 ci2 ji3
䆈 zhi4
䆉 ba4
䆊 cui4
䆋 qiu1
䆍 long2
䆏 fei4
䆐 guo2
䆑 cheng2
䆒 jiu4
䆓 e4 ruan3
䆕 jue2
䆖 hong2
䆗 jiao4
䆘 cuan2
䆙 yao2
䆚 tong2
䆛 cha2 zha4 zhe2
䆜 you4
䆝 shu4
䆞 yao3
䆟 ge2
䆠 huan4
䆡 lang2 lang4
䆢 jue2
䆣 chen2
䆦 shen4
䆨 ming2
䆩 ming2
䆫 chuang1 cong1
䆬 yun3
䆮 jin4
䆯 chuo4
䆱 tan3
䆳 qiong2 sui4
䆵 cheng2
䆷 yu4
䆸 cheng2
䆹 tong3
䆻 qiao4
䆽 ju4 qu2 qun2
䆾 lan2
䆿 yi4
䇀 rong2 rong3
䇃 si4 xiao4
䇅 fa2
䇇 meng2
䇈 gui4 hua4
䇋 hai4 ran3 xie4
䇌 qiao4
䇍 chuo4
䇎 que4
䇏 dui4
䇐 li4
䇑 ba4
䇒 jie4 qin2 xian4
䇔 luo4 nuo4
䇖 yun3
䇘 hu4
䇙 yin3
䇛 zhi3 zhi4
䇜 lian3
䇞 gan3
䇟 jian4
䇠 zhou4 zhu4
䇡 zhu4
䇢 ku3
䇣 na4 nei4 yi3
䇤 dui4 rui4 su4
䇥 ze2 zuo2
䇦 yang3
䇧 zhu4
䇨 gong4 xiang2
䇩 yi4
䇬 chuang3
䇭 lao3
䇮 ren4
䇯 rong2
䇱 na4
䇲 ce4 jia1
䇵 yi2
䇶 jue2
䇷 bi3 bie2
䇸 cheng2 sheng4 zeng4
䇹 jun4
䇺 chou2 dou4
䇻 hui4 kui4 wei3
䇼 chi4 yi4
䇽 zhi4
䇾 yan2
䈁 lun2 luo4
䈂 bing4 ping2
䈃 zhao3
䈄 han2
䈅 yu4
䈆 dai4
䈇 zhao4
䈈 fei2
䈉 sha4
䈊 ling2
䈋 ta4
䈍 mang2
䈎 ye4
䈏 bao2
䈐 kui4
䈑 gua3 jue2
䈒 nan3
䈓 ge2
䈕 chi2 shi5 ti2
䈗 suo3
䈘 ci2
䈙 zhou4
䈚 tai2
䈛 kuai4
䈜 qin4
䈞 du3
䈟 ce4
䈠 huan3
䈢 sai3
䈣 zheng4
䈤 qian2
䈧 wei3
䈪 xi4
䈫 na4
䈬 pu2
䈭 huai2
䈮 ju3 ju4 wan3
䈲 pan2
䈳 ta4
䈴 qian4 zhan3
䈶 rong2
䈷 luo4
䈸 hu2
䈹 sou3
䈻 pu2
䈼 mie4
䈾 shuo4
䈿 mai4 mi4
䉀 shu4
䉁 ling2
䉂 lei3
䉃 jiang3
䉄 leng2
䉅 zhi4
䉆 diao3
䉈 san3
䉉 hu2
䉊 fan4 fang2
䉋 mei4
䉌 sui4
䉍 jian3
䉎 tang2
䉏 xie4
䉑 mo2 wu2
䉒 fan2
䉓 lei2 luo4
䉕 ceng2
䉖 ling2
䉘 cong2
䉙 yun2
䉚 meng2
䉛 yu4
䉜 zhi4
䉝 qi3
䉞 dan3
䉟 huo4
䉠 wei2
䉡 tan2
䉢 se4
䉣 xie4
䉤 sou3
䉥 song3
䉧 liu2 liu3
䉨 yi4
䉪 lei4
䉫 li2
䉬 fei4
䉭 lie4
䉮 lin4
䉯 xian4
䉰 yao2
䉲 bie4 mi2
䉳 xian3
䉴 rang2 rang3
䉵 zhuan4
䉷 dan4 jin4 yan2
䉸 bian4
䉹 ling2 liu3
䉺 hong2
䉻 qi2
䉼 liao4
䉽 ban3
䉾 mi4
䉿 hu2 luo4
䊀 hu2
䊂 ce4 se4
䊃 pei4
䊄 qiong2
䊅 ming2
䊆 jiu4 qiu3
䊇 bu4
䊈 mei2
䊉 san3
䊊 mei4
䊍 li2
䊎 quan3
䊐 en4 hua2 huan4 hun2
䊑 xiang3
䊓 shi4
䊖 lan3 nan3
䊗 huang2 huang3
䊘 jiu4
䊙 yan2
䊛 sa3
䊜 tuan2
䊝 xie4
䊞 zhe2
䊟 men2
䊠 xi4
䊡 man2
䊣 huang2
䊤 tan2
䊥 xiao4
䊦 ya2 ye4
䊧 bi4
䊨 luo2
䊩 fan2 fan4
䊪 li4
䊫 cui3 mi2
䊬 cha4
䊭 chou2 dao4
䊮 di2 zhe2 zhe4
䊯 kuang4
䊰 chu3
䊲 chan3
䊳 mi2
䊴 qian4
䊵 qiu2
䊶 zhen4
䊺 gu3 hu4
䊻 yan3
䊼 chi3
䊽 guai4
䊾 mu4
䊿 bo2 ku4
䋀 kua4
䋁 geng3
䋂 yao2
䋃 mao4
䋄 wang3
䋈 ru2
䋉 jue2 ke3 xue2
䋋 min2
䋌 jiang3
䋎 zhan4
䋏 zuo4
䋐 yue4
䋑 bing3
䋓 zhou4
䋔 bi4
䋕 ren4
䋖 yu4
䋘 chuo4 zhui4
䋙 er3
䋚 yi4
䋛 mi2 mi3
䋜 qing4
䋞 wang3
䋟 ji4
䋠 bu3
䋢 bie4
䋣 fan2 pan2
䋤 yao4 yue4
䋥 li2
䋦 fan2
䋧 qu2
䋨 fu3
䋩 er2
䋭 huo4 yu4
䋮 jin4 qian2
䋯 qi3 qing4
䋰 ju2
䋱 lai2
䋲 che3 sheng2 xing3 zhe4
䋳 bei4 mi4
䋴 niu4 rong3 rou2 ru3
䋵 yi4
䋶 xu4
䋷 liu2 mou2
䋸 xun2
䋹 fu2 fu4
䋻 nin2
䋼 ting3 ying2
䋽 beng3 peng3
䋾 zha3
䌂 ou4
䌃 shuo4
䌄 geng3
䌅 tang2
䌆 gui4
䌇 hui4 suo3
䌈 ta4
䌊 yao2 you2
䌌 qi4 qie4 qu3
䌍 han4 jin3
䌎 lve4
䌏 mi4 mian4
䌐 mi4
䌒 lu4
䌓 fan2
䌔 ou4
䌕 mi2 mo2
䌖 jie2
䌗 fu3
䌘 mi2
䌙 huang3
䌚 su4
䌛 yao2
䌜 nie4
䌝 jin4
䌞 lian3
䌟 bi4
䌠 qing4 yan3 yin4
䌡 ti3
䌢 ling2
䌣 zuan3
䌤 zhi3
䌥 yin3
䌦 dao3
䌧 chou2
䌨 cai4
䌩 mi4 mie4
䌪 yan2
䌫 lan3
䌬 chong2
䌯 guan4 quan2
䌰 she4
䌱 luo4
䌴 luo4
䌵 zhu2 zhu3
䌷 chou2 chou1
䌸 juan4
䌹 jiong3
䌺 er3
䌻 yi4
䌼 rui4
䌽 cai3
䌾 ren2
䌿 fu2
䍀 lan2
䍁 sui4
䍂 yu2
䍃 yao2 you2
䍄 dian3
䍅 ling2
䍆 zhu4
䍇 ta4
䍈 ping2
䍉 qian2 zhai3
䍊 jue2
䍋 chui2
䍌 bu4 fu2
䍍 gu3 gu4 guang4 kou4
䍎 cun4
䍐 han3 han4
䍑 han3
䍒 mou3
䍓 hu4 ya2
䍔 hong2
䍕 di3
䍖 fu2 fu4 hai4 xie4
䍗 xuan4
䍘 mi2
䍙 mei2
䍚 lang4
䍛 gu4
䍜 zhao4
䍝 ta4 zan3
䍞 yu4
䍟 zong4
䍠 li2
䍡 liao4 lu4
䍢 wu2 wu3
䍣 lei2
䍤 ji3
䍥 lei4 li4
䍦 li2
䍨 bo2 fei4
䍩 ang3 yang3
䍪 kui4 wa4
䍫 tuo2
䍮 zhao4
䍯 gui3 ji4
䍱 xu2
䍲 nai2 ni2 ni4
䍳 chuo4 jue2 que4
䍴 duo4 rui2 wei3
䍶 dong4
䍷 gui4 hui4 wei3
䍸 bo2
䍺 huan2
䍻 xuan3
䍼 can2
䍽 li4
䍾 tui2 yan3
䍿 huang2
䎀 xue4 yue4
䎁 hu2
䎂 bao3
䎃 ran3
䎄 tiao2
䎅 fu4 luo4 po4
䎆 liao4
䎈 yi4
䎉 shu4 yu4
䎊 po4
䎋 he4 kao4
䎌 cu4
䎎 na4
